bin/I:sig/I:bkg/I
0 2760351 1240946
1 2760715 1338327
2 2705122 1242507
3 2688806 1248836
4 2688357 1317300
5 2688045 1291799
6 2750336 1284011
7 2990765 1233422
8 2991539 1234387
9 2748842 1184697
