ptbin/I:EBEE/I:jetbin/I:yield/F:yield_err/F
0 0 0 285328.7 1366.3
1 0 0 291148.0 1675.4
2 0 0 0.0 42.4
3 0 0 0.0 7.7
4 0 0 0.0 4.7
5 0 0 0.0 4.6
6 0 0 0.0 11.1
7 0 0 0.0 5.3
8 0 0 0.0 7.6
9 0 0 0.0 19.3
10 0 0 536213.9 1857.1
11 0 0 316622.9 1000.5
12 0 0 446044.9 1013.9
13 0 0 383818.1 849.5
14 0 0 299975.2 710.7
15 0 0 126607.6 472.0
16 0 0 58091.2 344.7
17 0 0 43907.8 338.1
18 0 0 510.7 495.1
19 0 0 0.0 1.3
20 0 0 0.0 1.2
21 0 0 0.0 1.1
22 0 0 0.0 1.4
0 1 0 160911.6 809.4
1 1 0 207735.2 907.8
2 1 0 479058.5 1330.8
3 1 0 475866.0 1200.0
4 1 0 488251.7 1243.1
5 1 0 605995.6 1345.0
6 1 0 477297.0 1101.1
7 1 0 569699.9 1379.7
8 1 0 429131.8 1331.6
9 1 0 266876.6 1446.7
10 1 0 292121.8 583.3
11 1 0 151694.4 592.3
12 1 0 210772.8 681.5
13 1 0 179036.2 614.3
14 1 0 133706.7 533.4
15 1 0 53561.4 352.2
16 1 0 22621.3 271.1
17 1 0 0.0 42.6
18 1 0 0.0 2.5
19 1 0 304.0 17.4
20 1 0 40.0 6.3
0 0 1 108042.7 867.3
1 0 1 91499.6 1049.8
2 0 1 0.0 46.8
3 0 1 0.0 7.9
4 0 1 0.0 4.5
5 0 1 0.0 5.5
6 0 1 0.0 13.0
7 0 1 0.0 5.8
8 0 1 0.0 14.1
9 0 1 0.0 19.6
10 0 1 147651.8 927.0
11 0 1 82351.3 502.4
12 0 1 112556.9 521.6
13 0 1 94033.0 428.9
14 0 1 70533.9 342.2
15 0 1 27120.5 218.8
16 0 1 12047.2 139.4
17 0 1 8180.4 118.7
18 0 1 2439.1 103.5
19 0 1 191.0 14.8
20 0 1 17.0 4.1
0 1 1 75438.0 494.7
1 1 1 100581.2 562.1
2 1 1 243137.7 850.8
3 1 1 245415.4 783.8
4 1 1 255869.8 814.3
5 1 1 326339.0 862.9
6 1 1 253450.2 709.5
7 1 1 298176.4 546.7
8 1 1 223114.5 472.4
9 1 1 146802.2 383.2
10 1 1 128300.2 358.2
11 1 1 71514.8 268.3
12 1 1 99193.2 458.8
13 1 1 80047.2 281.1
14 1 1 55493.8 235.9
15 1 1 19161.0 138.4
16 1 1 7285.0 85.4
17 1 1 3983.7 186.9
18 1 1 0.0 5.8
19 1 1 21.0 4.6
20 1 1 1.0 0.8
0 0 2 1037953.9 2827.5
1 0 2 646703.3 2948.6
2 0 2 0.0 24.1
3 0 2 0.0 7.3
4 0 2 0.0 4.6
5 0 2 0.0 4.7
6 0 2 0.0 11.8
7 0 2 0.0 5.5
8 0 2 0.0 8.7
9 0 2 0.0 19.1
10 0 2 696540.9 2094.3
11 0 2 405431.1 1117.7
12 0 2 566084.4 1147.5
13 0 2 482728.0 957.0
14 0 2 372870.7 791.2
15 0 2 154330.0 520.7
16 0 2 70552.6 368.4
17 0 2 52520.8 350.8
18 0 2 5895.8 458.0
19 0 2 0.0 1.3
20 0 2 0.0 1.3
21 0 2 0.0 1.2
22 0 2 0.0 1.4
0 1 2 686815.0 1622.1
1 1 2 665836.9 1574.4
2 1 2 1186487.4 2018.6
3 1 2 982494.2 1662.3
4 1 2 908388.8 1632.7
5 1 2 1089616.0 1715.9
6 1 2 827527.0 1393.2
7 1 2 968118.9 1592.3
8 1 2 728050.1 1386.0
9 1 2 468569.8 1660.9
10 1 2 441224.4 664.8
11 1 2 234478.5 723.1
12 1 2 321928.3 827.0
13 1 2 267177.6 735.9
14 1 2 194162.5 634.7
15 1 2 74424.1 274.7
16 1 2 30481.7 184.5
17 1 2 0.0 571.1
18 1 2 0.0 2.6
19 1 2 324.9 18.0
20 1 2 41.0 6.4
