65691	38400.2	100863	71835.3	19749.1
92402	38400.2	100863	71835.3	19749.1
246297	38400.2	100863	71835.3	19749.1
231095	38400.2	100863	71835.3	19749.1
293375	38400.2	100863	71835.3	19749.1
351971	38400.2	100863	71835.3	19749.1
257288	38400.2	100863	71835.3	19749.1
385492	38400.2	100863	71835.3	19749.1
285824	38400.2	100863	71835.3	19749.1
239906	38400.2	100863	71835.3	19749.1
241063	38400.2	100863	71835.3	19749.1
133807	38400.2	100863	71835.3	19749.1
201078	38400.2	100863	71835.3	19749.1
189055	38400.2	100863	71835.3	19749.1
160811	38400.2	100863	71835.3	19749.1
70619	38400.2	100863	71835.3	19749.1
34236	38400.2	100863	71835.3	19749.1
27357	38400.2	100863	71835.3	19749.1
13750	38400.2	100863	71835.3	19749.1
1753	38400.2	100863	71835.3	19749.1
246297	38400.2	100863	71835.3	19749.1
246297	38400.2	100863	71835.3	19749.1
246297	40546.4	105441	79619.8	20193.8
65691	21816.8	22101.8	17648.9	3618.5
92402	25948.4	22101.8	17648.9	3618.5
246297	40546.4	105441	79619.8	20193.8
231095	38400.2	100863	71835.3	19749.1
293375	29383.2	148222	88375.5	27319.7
351971	31535.2	190967	96836.4	32585.1
257288	18891.6	150668	62684.9	25030.9
385492	24093.3	231685	94762.1	34938.1
285824	17715.8	178615	64529.2	24947.5
239906	13788.6	149190	57317.5	19589.6
241063	38806.1	138893	46294.2	17024.8
133807	30877.4	138893	46294.2	17024.8
201078	45435.7	138893	46294.2	17024.8
189055	42165.3	138893	46294.2	17024.8
160811	34422.4	138893	46294.2	17024.8
70619	12792.5	42299.7	11649.2	3860.15
34236	5234.6	21318.4	5958.47	1711.62
27357	3571.1	16210	6382.48	1181.39
13750	1039.4	9393.89	2405.35	908.078
1753	45	1135.99	464.457	106.213
